Date,Home_Team,Away_Team,Competition,Rankings_Weight,Venue_Country
2013-06-08,Canada,Tonga,World Rugby Pacific Nations Cup 2013,0.0,Canada
2013-06-08,Argentina,England,Tour 2013,0.0,Argentina
2013-06-08,USA,Ireland,Tour 2013,0.0,United States
2013-06-11,Blues,France,Tour 2013,0.0,New Zealand
2013-06-11,NSW / Queensland Country,British & Irish Lions,Tour 2013,0.0,Australia
2013-06-11,Emerging Ireland,SA President's XV,World Rugby Tbilisi Cup 2013,0.0,Georgia
2013-06-11,Tunisia,Botswana,Men's Rugby World Cup Qualifying 2012,0.0,Senegal
2013-06-11,Georgia,Uruguay,World Rugby Tbilisi Cup 2013,0.0,Georgia
2013-06-11,Senegal,Namibia,Men's Rugby World Cup Qualifying 2012,0.0,Senegal
2013-06-12,Fiji,Classic All Blacks,Men's Internationals 2013,0.0,Fiji
2013-06-12,Romania,Argentina Jaguars,Nations Cup 2013,0.0,Romania
2013-06-12,Russia,Emerging Italy,Nations Cup 2013,0.0,Romania
2013-06-14,USA,Tonga,World Rugby Pacific Nations Cup 2013,0.0,United States
2013-06-15,Kenya,Uganda,Elgon Cup 2013,0.0,Kenya
2013-06-15,New Zealand,France,Tour 2013,0.0,New Zealand
2013-06-15,Waratahs,British & Irish Lions,Tour 2013,0.0,Australia
2013-06-15,Samoa,Italy,Tour 2013,0.0,South Africa
2013-06-15,Japan,Wales,Tour 2013,0.0,Japan
2013-06-15,Botswana,Senegal,Men's Rugby World Cup Qualifying 2012,0.0,Senegal
2013-06-15,South Africa,Scotland,Tour 2013,0.0,South Africa
2013-06-15,Namibia,Tunisia,Men's Rugby World Cup Qualifying 2012,0.0,Senegal
2013-06-15,Argentina,England,Tour 2013,0.0,Argentina
2013-06-15,Canada,Ireland,Tour 2013,0.0,Canada
2013-06-16,Georgia,SA President's XV,World Rugby Tbilisi Cup 2013,0.0,Georgia
2013-06-16,Uruguay,Emerging Ireland,World Rugby Tbilisi Cup 2013,0.0,Georgia
2013-06-16,Argentina Jaguars,Russia,Nations Cup 2013,0.0,Romania
2013-06-16,Romania,Emerging Italy,Nations Cup 2013,0.0,Romania
2013-06-18,Brumbies,British & Irish Lions,Tour 2013,0.0,Australia
2013-06-19,Fiji,USA,World Rugby Pacific Nations Cup 2013,0.0,Japan
2013-06-19,Japan,Canada,World Rugby Pacific Nations Cup 2013,0.0,Japan
2013-06-22,Uganda,Kenya,Elgon Cup 2013,0.0,
2013-06-22,New Zealand,France,Tour 2013,0.0,New Zealand
2013-06-22,Australia,British & Irish Lions,Tour 2013,0.0,Australia
2013-06-22,Scotland,Italy,Tour 2013,0.0,South Africa
2013-06-22,South Africa,Samoa,Tour 2013,0.0,South Africa
2013-06-22,Trinidad & Tobago,USA South,North America Caribbean Rugby Association Championship 2013,0.0,Trinidad & Tobago
2013-06-22,Argentina,Georgia,Tour 2013,0.0,Argentina
2013-06-23,Morocco,Niger,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-23,Cote D'Ivoire,Zambia,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-23,Nigeria,Mauritius,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-23,Tonga,Fiji,World Rugby Pacific Nations Cup 2013,0.0,Japan
2013-06-23,Japan,USA,World Rugby Pacific Nations Cup 2013,0.0,Japan
2013-06-25,Rebels,British & Irish Lions,Tour 2013,0.0,Australia
2013-06-26,Cote D'Ivoire,Mauritius,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-26,Morocco,Nigeria,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-26,Zambia,Niger,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-29,Nigeria,Zambia,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-29,Cote D'Ivoire,Morocco,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-29,Mauritius,Niger,Africa Cup 2013,0.0,Cote D'Ivoire
2013-06-29,Australia,British & Irish Lions,Tour 2013,0.0,Australia
2013-07-05,Cambodia,Brunei,Asian Five Nations 2013,0.0,Cambodia
2013-07-06,Australia,British & Irish Lions,Tour 2013,0.0,Australia
2013-07-06,Cook Islands,Tahiti,Men's Rugby World Cup Qualifying 2012,0.0,Papua New Guinea
2013-07-06,Papua New Guinea,Solomon Islands,Men's Rugby World Cup Qualifying 2012,0.0,Papua New Guinea
2013-07-07,Cambodia,Brunei,Asian Five Nations 2013,0.0,Cambodia
2013-07-09,Solomon Islands,Cook Islands,Men's Rugby World Cup Qualifying 2012,0.0,Papua New Guinea
2013-07-09,Tahiti,Papua New Guinea,Men's Rugby World Cup Qualifying 2012,0.0,Papua New Guinea
2013-07-10,Uganda,Kenya,Men's Rugby World Cup Qualifying 2012,0.0,Madagascar
2013-07-10,Zimbabwe,Madagascar,Men's Rugby World Cup Qualifying 2012,0.0,Madagascar
2013-07-13,Solomon Islands,Tahiti,Men's Rugby World Cup Qualifying 2012,0.0,Papua New Guinea
2013-07-13,Papua New Guinea,Cook Islands,Men's Rugby World Cup Qualifying 2012,0.0,Papua New Guinea
2013-07-14,Uganda,Madagascar,Men's Rugby World Cup Qualifying 2012,0.0,Madagascar
2013-07-14,Kenya,Zimbabwe,Men's Rugby World Cup Qualifying 2012,0.0,Madagascar
2013-08-17,Australia,New Zealand,The Rugby Championship 2013,0.0,Australia
2013-08-17,South Africa,Argentina,The Rugby Championship 2013,0.0,South Africa
2013-08-17,USA,Canada,Men's Rugby World Cup Qualifying 2012,0.0,United States
2013-08-18,Singapore,Hong Kong A,Asian Tri Nations 2013,0.0,Singapore
2013-08-21,Hong Kong A,Chinese Taipei,Asian Tri Nations 2013,0.0,Singapore
2013-08-24,New Zealand,Australia,The Rugby Championship 2013,0.0,New Zealand
2013-08-24,Singapore,Chinese Taipei,Asian Tri Nations 2013,0.0,Singapore
2013-08-24,Argentina,South Africa,The Rugby Championship 2013,0.0,Argentina
2013-08-24,Canada,USA,Men's Rugby World Cup Qualifying 2012,0.0,Canada
2013-08-25,Colombia,Venezuela,South American Championship B 2013,0.0,Paraguay
2013-08-25,Paraguay,Peru,South American Championship B 2013,0.0,Paraguay
2013-08-27,Peru,Colombia,South American Championship B 2013,0.0,Paraguay
2013-08-27,Paraguay,Venezuela,South American Championship B 2013,0.0,Paraguay
2013-08-30,Venezuela,Peru,South American Championship B 2013,0.0,Paraguay
2013-08-30,Paraguay,Colombia,South American Championship B 2013,0.0,Paraguay
2013-09-07,Poland,Sweden,Men's Rugby World Cup Qualifying 2012,0.0,Poland
2013-09-07,New Zealand,Argentina,The Rugby Championship 2013,0.0,New Zealand
2013-09-07,Australia,South Africa,The Rugby Championship 2013,0.0,Australia
2013-09-14,New Zealand,South Africa,The Rugby Championship 2013,0.0,New Zealand
2013-09-14,Australia,Argentina,The Rugby Championship 2013,0.0,Australia
2013-09-28,Finland,Greece,European Nations Cup 2014,0.0,Finland
2013-09-28,South Africa,Australia,The Rugby Championship 2013,0.0,South Africa
2013-09-28,Argentina,New Zealand,The Rugby Championship 2013,0.0,Argentina
2013-10-05,Luxembourg,Israel,Men's Rugby World Cup Qualifying 2012,0.0,Luxembourg
2013-10-05,Bulgaria,Hungary,European Nations Cup 2014,0.0,Bulgaria
2013-10-05,South Africa,New Zealand,The Rugby Championship 2013,0.0,South Africa
2013-10-05,Argentina,Australia,The Rugby Championship 2013,0.0,Argentina
2013-10-12,Bosnia & Herzegovina,Greece,European Nations Cup 2014,0.0,
2013-10-11,USA Select XV,Argentina Jaguars,Americas Rugby Championship 2013,0.0,Canada
2013-10-11,Canada A,Uruguay,Americas Rugby Championship 2013,0.0,Canada
2013-10-12,Finland,Norway,European Nations Cup 2014,0.0,Finland
2013-10-12,Latvia,Serbia,European Nations Cup 2014,0.0,
2013-10-12,Poland,Czech Republic,Men's Rugby World Cup Qualifying 2012,0.0,Poland
2013-10-15,Uruguay,Argentina Jaguars,Americas Rugby Championship 2013,0.0,Canada
2013-10-15,Canada A,USA Select XV,Americas Rugby Championship 2013,0.0,Canada
2013-10-19,Serbia,Israel,European Nations Cup 2014,0.0,
2013-10-19,New Zealand,Australia,Bledisloe Cup 2013,0.0,New Zealand
2013-10-19,Norway,Luxembourg,European Nations Cup 2014,0.0,Norway
2013-10-19,Austria,Bulgaria,European Nations Cup 2014,0.0,Austria
2013-10-19,Sweden,Czech Republic,Men's Rugby World Cup Qualifying 2012,0.0,
2013-10-19,Uruguay,USA Select XV,Americas Rugby Championship 2013,0.0,Canada
2013-10-19,Canada A,Argentina Jaguars,Americas Rugby Championship 2013,0.0,Canada
2013-10-26,Israel,Netherlands,Men's Rugby World Cup Qualifying 2012,0.0,Israel
2013-10-26,Sri Lanka,Madagascar,Serendib International Cup 2013,0.0,Sri Lanka
2013-10-26,Ukraine,Germany,Men's Rugby World Cup Qualifying 2012,0.0,Ukraine
2013-10-26,Hungary,Slovenia,European Nations Cup 2014,0.0,Hungary
2013-10-26,Latvia,Andorra,European Nations Cup 2014,0.0,
2013-10-29,Madagascar,Poland,Serendib International Cup 2013,0.0,Sri Lanka
2013-11-01,Sri Lanka,Poland,Serendib International Cup 2013,0.0,Sri Lanka
2013-11-02,Japan,New Zealand,Tour 2013,0.0,Japan
2013-11-02,Ukraine,Sweden,Men's Rugby World Cup Qualifying 2012,0.0,
2013-11-02,Denmark,Israel,European Nations Cup 2014,0.0,Denmark
2013-11-02,Lithuania,Malta,European Nations Cup 2014,0.0,
2013-11-02,Croatia,Switzerland,European Nations Cup 2014,0.0,
2013-11-02,England,Australia,Tour 2013,0.0,England
2013-11-02,Belgium,Tunisia,Tour 2013,0.0,Belgium
2013-11-03,Canada,Maori All Blacks,Tour 2013,0.0,Canada
2013-11-08,Senegal,Cote D'Ivoire,Men's Internationals 2013,0.0,France
2013-11-08,Namibia,Zimbabwe,Tri Nations Rugby Tournament 2013,0.0,Namibia
2013-11-09,Moldova,Sweden,Men's Rugby World Cup Qualifying 2012,0.0,
2013-11-09,Georgia,Canada,Tour 2013,0.0,Georgia
2013-11-09,Italy,Australia,Tour 2013,0.0,Italy
2013-11-09,Malta,Croatia,European Nations Cup 2014,0.0,Malta
2013-11-09,Netherlands,Lithuania,European Nations Cup 2014,0.0,Netherlands
2013-11-09,Slovenia,Cyprus,European Nations Cup 2014,0.0,
2013-11-09,Luxembourg,Bosnia & Herzegovina,European Nations Cup 2014,0.0,Luxembourg
2013-11-09,Scotland,Japan,Tour 2013,0.0,Scotland
2013-11-09,England,Argentina,Tour 2013,0.0,England
2013-11-09,Germany,Poland,Men's Rugby World Cup Qualifying 2012,0.0,
2013-11-09,Portugal,Fiji,Tour 2013,0.0,Portugal
2013-11-09,Chile,Spain,Tour 2013,0.0,Chile
2013-11-09,Romania,Tonga,Tour 2013,0.0,Romania
2013-11-09,Wales,South Africa,Tour 2013,0.0,Wales
2013-11-09,Ireland,Samoa,Tour 2013,0.0,Ireland
2013-11-09,USA,Maori All Blacks,Tour 2013,0.0,United States
2013-11-09,France,New Zealand,Tour 2013,0.0,France
2013-11-12,Kenya,Zimbabwe,Tri Nations Rugby Tournament 2013,0.0,Namibia
2013-11-15,Russia,Japan,Tour 2013,0.0,Wales
2013-11-15,Brazil,Portugal,Tour 2013,0.0,Brazil
2013-11-16,Georgia,USA,Tour 2013,0.0,Georgia
2013-11-16,Moldova,Germany,Men's Rugby World Cup Qualifying 2012,0.0,
2013-11-16,Czech Republic,Ukraine,Men's Rugby World Cup Qualifying 2012,0.0,
2013-11-16,Italy,Fiji,Tour 2013,0.0,Italy
2013-11-16,England,New Zealand,Tour 2013,0.0,England
2013-11-16,Wales,Argentina,Tour 2013,0.0,Wales
2013-11-16,French Barbarians,Samoa,Tour 2013,0.0,France
2013-11-16,Switzerland,Netherlands,European Nations Cup 2014,0.0,Switzerland
2013-11-16,Namibia,Kenya,Tri Nations Rugby Tournament 2013,0.0,Namibia
2013-11-16,France,Tonga,Tour 2013,0.0,France
2013-11-16,Romania,Canada,Tour 2013,0.0,Romania
2013-11-16,Ireland,Australia,Tour 2013,0.0,Ireland
2013-11-16,Uruguay,Spain,Tour 2013,0.0,Uruguay
2013-11-17,Slovakia,Azerbaijan,European Nations Cup 2014,0.0,Slovakia
2013-11-17,Scotland,South Africa,Tour 2013,0.0,Scotland
2013-11-20,Turkey,Azerbaijan,European Nations Cup 2014,0.0,
2013-11-22,Wales,Tonga,Tour 2013,0.0,Wales
2013-11-23,Georgia,Samoa,Tour 2013,0.0,Georgia
2013-11-23,Italy,Argentina,Tour 2013,0.0,Italy
2013-11-23,Slovakia,Turkey,European Nations Cup 2014,0.0,Slovakia
2013-11-23,Russia,USA,Tour 2013,0.0,England
2013-11-23,Portugal,Canada,Tour 2013,0.0,Portugal
2013-11-23,Spain,Japan,Tour 2013,0.0,Spain
2013-11-23,Andorra,Denmark,European Nations Cup 2014,0.0,
2013-11-23,Romania,Fiji,Tour 2013,0.0,Romania
2013-11-23,Scotland,Australia,Tour 2013,0.0,Scotland
2013-11-23,France,South Africa,Tour 2013,0.0,France
2013-11-24,Ireland,New Zealand,Tour 2013,0.0,Ireland
2013-11-30,Cyprus,Austria,European Nations Cup 2014,0.0,Cyprus
2013-11-30,Barbarians,Fiji,Tour 2013,0.0,England
2013-11-30,Wales,Australia,Tour 2013,0.0,Wales
2013-12-17,Hong Kong,Belgium,Tour 2013,0.0,Hong Kong China
2013-12-21,Hong Kong,Belgium,Tour 2013,0.0,Hong Kong China
2014-02-08,Scotland,England,Six Nations 2014,0.0,Scotland
2014-02-09,France,Italy,Six Nations 2014,0.0,France
2014-02-21,Western Force A,Reds A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-02-21,Wales,France,Six Nations 2014,0.0,Wales
2014-02-22,Lesotho,Swaziland,Men's Internationals 2014,0.0,Lesotho
2014-02-22,Romania,Spain,Men's Rugby World Cup Qualifying 2012,0.0,Romania
2014-02-22,Georgia,Russia,Men's Rugby World Cup Qualifying 2012,0.0,Georgia
2014-02-22,Italy,Scotland,Six Nations 2014,0.0,Italy
2014-02-22,Belgium,Portugal,Men's Rugby World Cup Qualifying 2012,0.0,Belgium
2014-02-22,England,Ireland,Six Nations 2014,0.0,England
2014-02-23,Waratahs A,ACT A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-02-28,Waratahs A,Samoa A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-01,Western Force A,Junior Japan,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-02,ACT A,Pampas XV,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-02,Reds A,Fiji Warriors,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-04,Samoa A,Tonga A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-07,Waratahs A,Pampas XV,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-07,Reds A,Junior Japan,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-08,Russia,Portugal,Men's Rugby World Cup Qualifying 2012,0.0,
2014-03-08,Romania,Belgium,Men's Rugby World Cup Qualifying 2012,0.0,Romania
2014-03-08,Ireland,Italy,Six Nations 2014,0.0,Ireland
2014-03-08,Spain,Georgia,Men's Rugby World Cup Qualifying 2012,0.0,Spain
2014-03-08,Scotland,France,Six Nations 2014,0.0,Scotland
2014-03-09,ACT A,Tonga A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-09,England,Wales,Six Nations 2014,0.0,England
2014-03-10,Western Force A,Fiji Warriors,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-11,Pampas XV,Samoa A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-13,Waratahs A,Tonga A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-14,New South Wales U20,Fiji Warriors,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-14,Queensland U20,Junior Japan,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-15,Portugal,Spain,Men's Rugby World Cup Qualifying 2012,0.0,Portugal
2014-03-15,ACT A,Samoa A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-15,Italy,England,Six Nations 2014,0.0,Italy
2014-03-15,Georgia,Romania,Men's Rugby World Cup Qualifying 2012,0.0,Georgia
2014-03-15,Wales,Scotland,Six Nations 2014,0.0,Wales
2014-03-15,France,Ireland,Six Nations 2014,0.0,France
2014-03-15,Belgium,Russia,Men's Rugby World Cup Qualifying 2012,0.0,Belgium
2014-03-18,Junior Japan,Fiji Warriors,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-19,Pampas XV,Tonga A,World Rugby Pacific Challenge 2014,0.0,
2014-03-22,Uruguay,USA,Men's Rugby World Cup Qualifying 2012,0.0,Uruguay
2014-03-23,Fiji Warriors,Tonga A,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-23,Reds A,Pampas XV,World Rugby Pacific Challenge 2014,0.0,Australia
2014-03-29,Andorra,Serbia,European Nations Cup 2014,0.0,Andorra
2014-03-29,USA,Uruguay,Men's Rugby World Cup Qualifying 2012,0.0,United States
2014-04-05,Poland,Moldova,Men's Rugby World Cup Qualifying 2012,0.0,
2014-04-05,Malta,Netherlands,European Nations Cup 2014,0.0,Malta
2014-04-05,Germany,Czech Republic,Men's Rugby World Cup Qualifying 2012,0.0,Germany
2014-04-12,Moldova,Ukraine,Men's Rugby World Cup Qualifying 2012,0.0,
2014-04-12,Netherlands,Croatia,European Nations Cup 2014,0.0,
2014-04-12,Switzerland,Malta,European Nations Cup 2014,0.0,
2014-04-12,Israel,Andorra,European Nations Cup 2014,0.0,
2014-04-12,Serbia,Denmark,European Nations Cup 2014,0.0,Serbia
2014-04-12,Slovenia,Bulgaria,European Nations Cup 2014,0.0,Slovenia
2014-04-12,Hungary,Austria,European Nations Cup 2014,0.0,Hungary
2014-04-19,Croatia,Lithuania,European Nations Cup 2014,0.0,Croatia
2014-04-19,Bosnia & Herzegovina,Norway,European Nations Cup 2014,0.0,Bosnia and Herzegovina
2014-04-23,United Arab Emirates,Singapore,Asian Five Nations 2014,0.0,United Arab Emirates
2014-04-26,Brazil,Chile,South American Championship A 2014,0.0,Brazil
2014-04-26,Mexico,Bermuda,Men's Internationals 2014,0.0,Mexico
2014-04-26,Greece,Luxembourg,European Nations Cup 2014,0.0,
2014-04-26,Ukraine,Poland,Men's Rugby World Cup Qualifying 2012,0.0,
2014-04-26,Korea,Sri Lanka,Men's Rugby World Cup Qualifying 2012,0.0,Korea
2014-04-26,Hong Kong,Philippines,Men's Rugby World Cup Qualifying 2012,0.0,Hong Kong China
2014-04-26,Lithuania,Switzerland,European Nations Cup 2014,0.0,
2014-04-26,Czech Republic,Moldova,Men's Rugby World Cup Qualifying 2012,0.0,
2014-04-26,Bulgaria,Cyprus,European Nations Cup 2014,0.0,
2014-04-26,Sweden,Germany,Men's Rugby World Cup Qualifying 2012,0.0,
2014-04-26,Latvia,Israel,European Nations Cup 2014,0.0,
2014-04-26,Paraguay,Uruguay,South American Championship A 2014,0.0,Paraguay
2014-05-03,Chile,Paraguay,South American Championship A 2014,0.0,
2014-05-03,Bahamas,Cayman Islands,Men's Internationals 2014,0.0,Bahamas
2014-05-03,Denmark,Latvia,European Nations Cup 2014,0.0,
2014-05-03,Austria,Slovenia,European Nations Cup 2014,0.0,
2014-05-03,Philippines,Japan,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2014-05-03,Sri Lanka,Hong Kong,Men's Rugby World Cup Qualifying 2012,0.0,Sri Lanka
2014-05-03,Brazil,Uruguay,South American Championship A 2014,0.0,Brazil
2014-05-10,Paraguay,Brazil,South American Championship A 2014,0.0,
2014-05-10,Netherlands,Germany,Men's Rugby World Cup Qualifying 2012,0.0,Netherlands
2014-05-10,USA South,Bermuda,North America Caribbean Rugby Association Championship 2014,0.0,
2014-05-10,Curacao,St Lucia,North America Caribbean Rugby Association Championship 2014,0.0,
2014-05-10,Norway,Greece,European Nations Cup 2014,0.0,
2014-05-10,Luxembourg,Finland,European Nations Cup 2014,0.0,Luxembourg
2014-05-10,Kazakhstan,Chinese Taipei,Asian Five Nations 2014,0.0,Hong Kong China
2014-05-10,Japan,Sri Lanka,Men's Rugby World Cup Qualifying 2012,0.0,Japan
2014-05-10,Hong Kong,Korea,Men's Rugby World Cup Qualifying 2012,0.0,Hong Kong China
2014-05-10,Uruguay,Chile,South American Championship A 2014,0.0,Uruguay
2014-05-17,Jamaica,Turks and Caicos Islands,North America Caribbean Rugby Association Championship 2014,0.0,Jamaica
2014-05-17,Barbados,Guyana,North America Caribbean Rugby Association Championship 2014,0.0,Barbados
2014-05-17,Bahamas,Mexico,North America Caribbean Rugby Association Championship 2014,0.0,Bahamas
2014-05-17,Cyprus,Hungary,European Nations Cup 2014,0.0,Cyprus
2014-05-17,Korea,Japan,Men's Rugby World Cup Qualifying 2012,0.0,Korea
2014-05-17,Sri Lanka,Philippines,Men's Rugby World Cup Qualifying 2012,0.0,Sri Lanka
2014-05-17,Uruguay,Argentina,CONSUR Cup 2014,0.0,Uruguay
2014-05-17,British Virgin Islands,St Vincent and the Grenadines,North America Caribbean Rugby Association Championship 2014,0.0,British Virgin Islands
2014-05-20,Malaysia,Iran,Asian Five Nations 2014,0.0,Qatar
2014-05-20,Thailand,Qatar,Asian Five Nations 2014,0.0,Qatar
2014-05-23,Iran,Thailand,Asian Five Nations 2014,0.0,Qatar
2014-05-23,Malaysia,Qatar,Asian Five Nations 2014,0.0,Qatar
2014-05-24,Trinidad & Tobago,Barbados,North America Caribbean Rugby Association Championship 2014,0.0,
2014-05-24,Philippines,Korea,Men's Rugby World Cup Qualifying 2012,0.0,Philippines
2014-05-24,Germany,Russia,Men's Rugby World Cup Qualifying 2012,0.0,Germany
2014-05-25,Japan,Hong Kong,Men's Rugby World Cup Qualifying 2012,0.0,Japan
2014-05-25,Chile,Argentina,CONSUR Cup 2014,0.0,Chile
2014-05-29,Guam,Laos,Asian Five Nations 2014,0.0,
2014-05-29,Indonesia,China,Asian Five Nations 2014,0.0,
2014-05-30,Japan,Samoa,Tour 2014,0.0,Japan
2014-05-31,Turks and Caicos Islands,Bahamas,North America Caribbean Rugby Association Championship 2014,0.0,Turks and Caicos
2014-05-31,Finland,Bosnia & Herzegovina,European Nations Cup 2014,0.0,
2014-05-31,Laos,Indonesia,Asian Five Nations 2014,0.0,
2014-05-31,Guam,China,Asian Five Nations 2014,0.0,
2014-05-31,Argentina,South America XV,Men's Internationals 2014,0.0,Argentina
2014-06-01,England,Barbarians,Tour 2014,0.0,England
2014-06-07,Bermuda,Cayman Islands,North America Caribbean Rugby Association Championship 2014,0.0,Bermuda
2014-06-07,Jamaica,Mexico,North America Caribbean Rugby Association Championship 2014,0.0,
2014-06-07,Bosnia & Herzegovina,Austria,European Nations Cup 2014,0.0,
2014-06-07,Samoa,Tonga,World Rugby Pacific Nations Cup 2014,0.0,Samoa
2014-06-07,Fiji,Italy,Tour 2014,0.0,Fiji
2014-06-07,New Zealand,England,Tour 2014,0.0,New Zealand
2014-06-07,Australia,France,Tour 2014,0.0,Australia
2014-06-07,South Africa,World XV,Men's Internationals 2014,0.0,South Africa
2014-06-07,Argentina,Ireland,Tour 2014,0.0,Argentina
2014-06-07,Guyana,Trinidad & Tobago,North America Caribbean Rugby Association Championship 2014,0.0,
2014-06-07,Canada,Japan,World Rugby Pacific Nations Cup 2014,0.0,Canada
2014-06-07,USA,Scotland,Tour 2014,0.0,United States
2014-06-08,British Virgin Islands,St Lucia,North America Caribbean Rugby Association Championship 2014,0.0,British Virgin Islands
2014-06-08,St Vincent and the Grenadines,Curacao,North America Caribbean Rugby Association Championship 2014,0.0,St Vincent and the Grenadines
2014-06-10,Uganda,Cote D'Ivoire,Africa Cup 2014,0.0,Tunisia
2014-06-10,Tunisia,Senegal,Africa Cup 2014,0.0,Tunisia
2014-06-10,Eastern Province Kings,Wales,Tour 2014,0.0,South Africa
2014-06-13,Emerging Ireland,Russia,Nations Cup 2014,0.0,Romania
2014-06-13,Romania,Uruguay,Nations Cup 2014,0.0,Romania
2014-06-14,Uganda,Senegal,Africa Cup 2014,0.0,Tunisia
2014-06-14,Cote D'Ivoire,Tunisia,Africa Cup 2014,0.0,Tunisia
2014-06-14,Cayman Islands,USA South,North America Caribbean Rugby Association Championship 2014,0.0,Cayman Islands
2014-06-14,Samoa,Italy,Tour 2014,0.0,Samoa
2014-06-14,Fiji,Tonga,World Rugby Pacific Nations Cup 2014,0.0,Fiji
2014-06-14,New Zealand,England,Tour 2014,0.0,New Zealand
2014-06-14,Australia,France,Tour 2014,0.0,Australia
2014-06-14,Georgia,Spain,World Rugby Tbilisi Cup 2014,0.0,Georgia
2014-06-14,Emerging Italy,Argentina Jaguars,World Rugby Tbilisi Cup 2014,0.0,Georgia
2014-06-14,South Africa,Wales,Tour 2014,0.0,South Africa
2014-06-14,Canada,Scotland,Tour 2014,0.0,Canada
2014-06-14,Argentina,Ireland,Tour 2014,0.0,Argentina
2014-06-14,USA,Japan,World Rugby Pacific Nations Cup 2014,0.0,United States
2014-06-15,Impala,Mauritius,Africa Cup 2014,0.0,Botswana
2014-06-15,Botswana,Swaziland,Africa Cup 2014,0.0,Botswana
2014-06-15,Nigeria,Zambia,Africa Cup 2014,0.0,Botswana
2014-06-17,Crusaders,England,Tour 2014,0.0,New Zealand
2014-06-17,Brunei,Mongolia,Asian Five Nations 2014,0.0,Brunei Darussalam
2014-06-18,Nigeria,Swaziland,Africa Cup 2014,0.0,Botswana
2014-06-18,Zambia,Mauritius,Africa Cup 2014,0.0,Botswana
2014-06-18,Georgia,Argentina Jaguars,World Rugby Tbilisi Cup 2014,0.0,Georgia
2014-06-18,Emerging Ireland,Uruguay,Nations Cup 2014,0.0,Romania
2014-06-18,Botswana,Impala,Africa Cup 2014,0.0,Botswana
2014-06-18,Emerging Italy,Spain,World Rugby Tbilisi Cup 2014,0.0,Georgia
2014-06-18,Romania,Russia,Nations Cup 2014,0.0,Romania
2014-06-19,Cambodia,Mongolia,Asian Five Nations 2014,0.0,Brunei Darussalam
2014-06-19,India,Uzbekistan,Asian Five Nations 2014,0.0,Pakistan
2014-06-19,Lebanon,Pakistan,Asian Five Nations 2014,0.0,Pakistan
2014-06-20,Argentina,Scotland,Tour 2014,0.0,Argentina
2014-06-21,Curacao,British Virgin Islands,North America Caribbean Rugby Association Championship 2014,0.0,
2014-06-21,St Lucia,St Vincent and the Grenadines,North America Caribbean Rugby Association Championship 2014,0.0,
2014-06-21,Latvia,Croatia,European Nations Cup 2014,0.0,
2014-06-21,Fiji,Samoa,World Rugby Pacific Nations Cup 2014,0.0,Fiji
2014-06-21,Australia,France,Tour 2014,0.0,Australia
2014-06-21,Japan,Italy,Tour 2014,0.0,Japan
2014-06-21,New Zealand,England,Tour 2014,0.0,New Zealand
2014-06-21,Mauritius,Swaziland,Africa Cup 2014,0.0,Botswana
2014-06-21,Brunei,Cambodia,Asian Five Nations 2014,0.0,Brunei Darussalam
2014-06-21,Impala,Nigeria,Africa Cup 2014,0.0,Botswana
2014-06-21,South Africa,Wales,Tour 2014,0.0,South Africa
2014-06-21,Botswana,Zambia,Africa Cup 2014,0.0,Botswana
2014-06-21,USA,Canada,World Rugby Pacific Nations Cup 2014,0.0,United States
2014-06-22,Pacific Barbarians,Tonga,Men's Internationals 2014,0.0,New Zealand
2014-06-22,India,Pakistan,Asian Five Nations 2014,0.0,Pakistan
2014-06-22,Georgia,Emerging Italy,World Rugby Tbilisi Cup 2014,0.0,Georgia
2014-06-22,Russia,Uruguay,Nations Cup 2014,0.0,Romania
2014-06-22,Lebanon,Uzbekistan,Asian Five Nations 2014,0.0,Pakistan
2014-06-22,Argentina Jaguars,Spain,World Rugby Tbilisi Cup 2014,0.0,Georgia
